time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg)
1939840,-1000,-256,35226,-151965
1944320,-1000,-512,32904,-152415
1948800,-1000,-256,30546,-153225
1953280,-1000,-256,28170,-153765
1957696,-1000,0,25830,-154485
1961920,-1000,-156,23634,-154935
1966400,-1000,-256,21294,-155700
1970880,-1000,-256,18954,-156285
1975296,-1000,-512,16650,-157095
1979776,-1000,-256,14328,-157680
1984256,-1000,-512,12024,-158445
1988736,-1000,-256,9720,-159030
1993088,-1000,-512,7470,-159705
1997504,-1000,-256,5184,-160515
2001856,-1000,-512,2970,-161010
2006208,-1000,-256,702,-161820
2010496,1000,-468,-1494,-162450
2014912,1000,2816,-3276,-162855
2019264,1000,2816,-4698,-163485
2023680,1000,2304,-5526,-164070
2028032,1000,2304,-5688,-164475
2032448,1000,1536,-5544,-164790
2036800,1000,1024,-4896,-165330
2041216,1000,768,-4140,-165600
2045504,1000,1300,-3078,-165690
2049856,1000,1024,-1872,-166095
2054208,1000,768,-558,-166320
2058432,1000,768,936,-166365
2062592,1000,512,2340,-166725
2066752,1000,768,3942,-166950
2070976,1000,512,5688,-166950
2075200,1000,780,7380,-167175
2079424,1000,512,9162,-167490
2083648,1000,442,11016,-167490
2087936,1000,676,12978,-167625
2092224,1000,520,14940,-167895
2096512,1000,512,16920,-167985
2100800,1000,442,19008,-168030
2105088,1000,234,21024,-168345
2109376,1000,512,23112,-168390
2113664,1000,468,25254,-168390
2117952,1000,546,27288,-168705
2122240,1000,104,29466,-168750
2126528,1000,546,31590,-168885
2130880,1000,260,33696,-169020
2135168,1000,156,35838,-169155
2139456,1000,390,37980,-169245
2143744,1000,390,40176,-169335
2148032,1000,442,42282,-169560
2152320,1000,104,44460,-169560
2156608,1000,468,46656,-169650
2160896,1000,312,48798,-169875
2165184,1000,598,51030,-169965
2169536,1000,442,53208,-170010
2173824,1000,364,55386,-170190
2178112,1000,104,57618,-170280
2182400,1000,130,59814,-170370
2186688,1000,416,62046,-170505
2190976,1000,256,64242,-170640
2195264,1000,208,66474,-170685
2199552,1000,156,68688,-170820
2203840,1000,256,70866,-170910
2208128,1000,416,73098,-171045
2212416,1000,182,75294,-171090
2216768,1000,286,77490,-171270
2221056,1000,390,79686,-171360
2225344,1000,260,81864,-171450
2229632,1000,520,84042,-171540
2233920,1000,364,86238,-171585
2238208,1000,546,88380,-171720
2242496,1000,416,90594,-171765
2246784,1000,338,92772,-171900
2251072,1000,546,94950,-172080
2255424,1000,297,97182,-172035
2259712,-1000,390,99360,-172170
2264064,-1000,-2816,101214,-172485
2268672,-1000,-3072,102474,-172755
2273344,-1000,-2574,103536,-172980
2277952,-1000,-2025,103950,-173205
2282624,-1000,-1792,103680,-173700
2287232,-1000,-1586,103086,-174240
2291904,-1000,-1280,102186,-174600
2296512,-1000,-988,101088,-175230
2301056,-1000,-1024,99774,-175725
2305600,-1000,-1024,98352,-176265
2310144,-1000,-676,96714,-177030
2314624,-1000,-1024,95076,-177435
2319168,-1000,-1024,93312,-177975
2323712,-1000,-768,91440,-178650
2328192,-1000,-768,89550,-179280
2332672,-1000,-260,87642,-179730
2337088,-1000,-512,85662,-180405
2341568,-1000,-768,83646,-181170
2346048,-1000,-512,81666,-181530
2350528,-1000,-512,79596,-182385
2354944,-1000,-256,77562,-182835
2359424,-1000,-650,75510,-183330
2363904,-1000,-512,73422,-184095
2368384,-1000,-256,71352,-184545
2372800,-1000,-768,69282,-185130
2377280,-1000,-512,67194,-185625
2381760,-1000,-512,65070,-186255
2386240,-1000,-256,63000,-186750
2390656,-1000,-512,60894,-187290
2395136,-1000,-512,58770,-187875
2399616,-1000,-512,56700,-188235
2404096,-1000,-512,54558,-188820
2408512,-1000,-416,52452,-189315
2412992,-1000,-477,50310,-189810
2417472,-1000,-256,48204,-190260
2421952,-1000,-512,46044,-190800
2426368,-1000,-256,43902,-191205
2430848,-1000,-512,41778,-191655
2435328,-1000,-512,39582,-192195
2439808,-1000,-512,37458,-192600
2444224,-1000,-512,35280,-193050
2448704,-1000,-768,33156,-193410
2453184,-1000,-512,30978,-193905
2457664,-1000,-256,28836,-194220
2462080,-1000,-512,26676,-194670
