time(us),speed(um/sec),reference current(mA),current(mA)
55705216,-99144,-287,-208
55708480,-99144,-287,-260
55711680,-112320,-192,-312
55714944,-99144,-284,-208
55718144,-95472,-311,-286
55721408,-104652,-245,-260
55724672,-104652,-244,-256
55728000,-102600,-258,-286
55731264,-104652,-242,-130
55734592,-108000,-216,-512
55737856,-99144,-278,-182
55741056,-101088,-264,-286
55744384,-108000,-213,-260
55747648,-104652,-235,-260
55750976,-97200,-288,-286
55754176,-95472,-302,-260
55757376,-106704,-221,-286
55760704,-102600,-249,-256
55763968,-99144,-273,-182
55767168,-101088,-260,-312
55770496,-102600,-248,-286
55773760,-104652,-232,-286
55777088,-102600,-246,-312
55780352,-104652,-230,-338
55783680,-97200,-283,-234
55786880,-101088,-256,-260
55790208,-102600,-244,-260
55793472,-104652,-228,-260
55796800,-97200,-281,-234
55800000,-101088,-254,-286
55803264,-99144,-268,-260
55806464,-101088,-254,-260
55809792,-102600,-242,-286
55813056,-104652,-227,-286
55816384,-97200,-280,-512
55819584,-95472,-293,-286
55822784,-106704,-213,-234
55826112,-102600,-240,-182
55829376,-99144,-265,-234
55832576,-106704,-210,-286
55835904,-102600,-238,-208
55839168,-93636,-303,-312
55842432,-93636,-305,-312
55845632,-112320,-170,-312
55848896,-99144,-263,-130
55852160,-93636,-303,-312
55855360,-101088,-251,-364
55858624,-104652,-224,-286
55861952,-102600,-238,-286
55865216,-99144,-262,-260
55868480,-99144,-262,-286
55871680,-95472,-289,-260
55874880,-101088,-250,-286
55878144,-99144,-264,-338
55881408,-99144,-264,-338
55884608,-101088,-250,-512
55887872,-99144,-264,-260
55891136,-99144,-264,-234
55894336,-101088,-250,-234
55897600,-104652,-224,-260
55900928,-102600,-237,-182
55904192,-99144,-262,-286
55907392,-101088,-248,-260
55910720,-102600,-237,-260
55913984,-99144,-261,-260
55917248,-99144,-261,-234
55920448,-106704,-206,-208
55923712,-99144,-260,-156
55926912,-95472,-287,-286
55930176,-104652,-221,-260
55933440,-104652,-219,-260
55936768,-97200,-272,-256
55939968,-89856,-327,-312
55943168,-101088,-248,-338
55946496,-97200,-276,-260
55949696,-101088,-249,-286
55952960,-93636,-303,-414
55956224,-93636,-305,-364
55959424,-101088,-252,-364
55962688,-104652,-226,-260
55966016,-102600,-239,-208
55969280,-104652,-224,-234
55972608,-97200,-277,-156
55975808,-89856,-331,-208
55979008,-101088,-252,-286
55982336,-108000,-201,-234
55985600,-99144,-263,-234
55988800,-89856,-331,-286
55992064,-99144,-267,-286
55995264,-101088,-253,-338
55998528,-99144,-267,-312
56001792,-99144,-267,-260
56004992,-106704,-212,-234
56008256,-99144,-265,-156
56011520,-93636,-306,-208
56014720,-106704,-212,-208
56017984,-104652,-225,-260
56021312,-91800,-318,-260
56024512,-89856,-334,-286
56027712,-95472,-296,-286
56030912,-95472,-298,-260
56034176,-99144,-272,-260
56037376,-106704,-217,-512
56040640,-93636,-311,-260
56043904,-82620,-393,-312
56047104,-101088,-264,-312
56050368,-110160,-197,-286
56053696,-97200,-289,-256
56056896,-95472,-302,-208
56060096,-101088,-262,-390
56063424,-91800,-330,-312
56066624,-95472,-306,-312
56069824,-106704,-225,-312
56073152,-102600,-253,-208
56076416,-93636,-318,-260
56079616,-95472,-306,-234
56082880,-104652,-240,-312
56086144,-93636,-319,-260
56089344,-101088,-267,-234
56092672,-97200,-295,-512
56095872,-89856,-350,-286
56099072,-89856,-353,-286
56102336,-99144,-288,-512
56105536,-106704,-233,-390
56108800,-93636,-326,-286
56112064,-93636,-328,-286
56115264,-101088,-276,-364
56118528,-99144,-290,-260
56121728,-101088,-276,-312
56125056,-102600,-264,-286
56128320,-99144,-289,-338
56131584,-88128,-370,-286
56134784,-101088,-278,-390
56138048,-99144,-292,-234
56141312,-93636,-333,-286
56144512,-95472,-321,-312
56147712,-101088,-282,-338
56150976,-99144,-296,-512
56154240,-99144,-296,-312
56157440,-106704,-241,-286
56160704,-104652,-254,-234
56164032,-97200,-307,-260
56167232,-101088,-279,-364
56170560,-102600,-268,-312
56173824,-104652,-252,-234
56177152,-102600,-266,-208
56180416,-99144,-290,-286
56183616,-95472,-317,-286
56186880,-93636,-332,-260
56190080,-101088,-280,-286
56193344,-110160,-213,-260
56196672,-97200,-305,-512
56199872,-89856,-359,-312
56203072,-101088,-280,-312
56206400,-108000,-229,-234
56209664,-99144,-291,-260
56212864,-95472,-318,-260
56216128,-104652,-253,-364
56219392,-99144,-292,-312
56222592,-101088,-278,-338
56225920,-108000,-227,-286
56229184,-104652,-249,-234
56232512,-86400,-381,-260
56235712,-106704,-237,-338
56239040,-113400,-186,-208
56242304,-93636,-326,-182
56245504,-101088,-273,-260
56248832,-108000,-223,-390
56252096,-93636,-325,-260
56255360,-99144,-287,-286
56258560,-112320,-191,-260
56261824,-110160,-203,-234
56265152,-86400,-373,-182
56268352,-106704,-229,-338
56271616,-115668,-162,-234
56274944,-97200,-292,-182
56278144,-95472,-305,-260
56281344,-112320,-184,-312
56284672,-97200,-290,-182
56287872,-84240,-386,-256
56291072,-106704,-227,-364
56294400,-108000,-215,-234
56297664,-93636,-317,-312
56300928,-93636,-319,-312
56304128,-112320,-185,-338
56307392,-99144,-277,-208
56310656,-99144,-278,-208
56313856,-112320,-182,-286
56317120,-104652,-234,-208
56320448,-86400,-366,-208
56323648,-106704,-222,-338
56326912,-110160,-195,-208
56330240,-86400,-365,-234
56333440,-101088,-262,-512
56336768,-102600,-251,-260
56340032,-99144,-275,-234
56343232,-89856,-343,-234
56346496,-104652,-238,-416
56349760,-110160,-196,-312
56353088,-91800,-328,-260
56356288,-101088,-262,-286
56359552,-115668,-155,-338
56362880,-97200,-285,-182
56366080,-89856,-340,-208
56369280,-112320,-179,-364
56372608,-108000,-207,-260
56375872,-88128,-349,-234
56379136,-99144,-273,-312
56382336,-117936,-136,-260
56385600,-93636,-308,-156
56388800,-84240,-378,-286
56392064,-104652,-234,-338
56395328,-99144,-273,-260
56398528,-89856,-341,-286
56401792,-99144,-276,-338
56404992,-106704,-221,-338
56408256,-93636,-315,-208
56411520,-99144,-276,-286
56414720,-112320,-180,-260
56417984,-104652,-233,-260
56421312,-91800,-325,-208
56424512,-106704,-219,-338
56427776,-104652,-232,-208
56431104,-97200,-285,-182
56434304,-101088,-257,-260
56437632,-102600,-246,-286
56440896,-99144,-270,-260
56444096,-95472,-297,-260
56447360,-104652,-232,-312
56450624,-66096,-512,-286
56453824,-11232,-923,-572
56457088,22032,-1193,-806
56460288,5616,-1110,-1170
56463488,-16848,-978,-1280
56466816,-10800,-1048,-1014
56470208,0,-1155,-1040
56473152,12204,-1272,-1066
56476416,0,-1217,-1248
56479424,-17928,-1115,-1196
56482816,-15876,-1156,-1170
56486144,0,-1298,-1092
56489152,11952,-1414,-1352
56492416,5508,-1401,-1508
56495680,-22032,-1232,-1482
56499008,-16200,-1299,-1326
56502400,5292,-1483,-1378
56505664,16524,-1597,-1456
56508928,0,-1512,-1638
56511872,-24408,-1363,-1638
56515264,-10584,-1488,-1430
56518656,0,-1594,-1378
56521600,12204,-1710,-1456
56524928,0,-1656,-1690
56527872,-18306,-1551,-1664
56531264,-10584,-1633,-1742
56534656,5292,-1778,-1792
56537856,11232,-1853,-1820
56541184,-5400,-1766,-1924
56544512,-16200,-1717,-1872
56547840,-5400,-1822,-1716
56551168,0,-1891,-1794
56554112,6102,-1963,-1976
56557376,-5508,-1911,-2054
56560640,-11016,-1899,-1976
56564032,-5292,-1970,-1976
56567360,5400,-2078,-2002
56570560,0,-2070,-2080
56573504,-6102,-2053,-2158
56576832,-10800,-2048,-2132
56580224,-5292,-2117,-2260
56583488,0,-2185,-2158
56586432,0,-2212,-2158
56589440,0,-2241,-2210
56592384,-6102,-2224,-2340
56595712,-5400,-2258,-2314
56598976,0,-2327,-2340
56601920,-6102,-2310,-2288
56605248,-5400,-2345,-2288
56608576,0,-2414,-2560
56611520,0,-2441,-2314
56614464,-6102,-2425,-2470
56617792,-5400,-2459,-2418
56621056,-11016,-2447,-2366
56624448,-5292,-2517,-2470
56627776,0,-2586,-2470
56630720,0,-2613,-2652
56633664,-6102,-2597,-2470
56636992,-5400,-2631,-2548
56640256,-5508,-2659,-2574
56643584,-5400,-2690,-2652
56646912,0,-2759,-2730
56649856,-6102,-2742,-2704
56653120,-5508,-2775,-2652
56656448,-5400,-2806,-2652
56659776,-5400,-2835,-2730
56663040,0,-2904,-2730
56665984,-6102,-2887,-2938
56669312,-5400,-2921,-2782
56672640,-5400,-2951,-2886
56675904,-11016,-2939,-2886
56679296,0,-3000,-3072
56682240,-6102,-3000,-3094
56685568,-5400,-3000,-3068
56688896,-5400,-3000,-2990
56692160,-5508,-3000,-3042
56695488,0,-3000,-3068
56698432,0,-3000,-3094
56701376,0,-3000,-2912
56704320,0,-3000,-2964
56707328,0,-3000,-3068
56710272,0,-3000,-2886
56713216,0,-3000,-3016
56716224,0,-3000,-3042
56719168,0,-3000,-2886
56722112,0,-3000,-2964
56725056,0,-3000,-3068
56728064,0,-3000,-2938
56731008,0,-3000,-3042
56733952,0,-3000,-3016
56736896,0,-3000,-2938
56739904,0,-3000,-2938
56742848,0,-3000,-3094
56745792,0,-3000,-2964
56748736,0,-3000,-3068
56751744,0,-3000,-3068
56754688,-6102,-3000,-2938
56758016,0,-3000,-2912
56760960,0,-3000,-3016
56763904,0,-3000,-3068
56766848,0,-3000,-3072
56769856,0,-3000,-3072
56772800,0,-3000,-3094
56775744,0,-3000,-2912
56778688,0,-3000,-2990
56781696,0,-3000,-3042
56784640,0,-3000,-2886
56787584,0,-3000,-3016
56790592,0,-3000,-3016
56793536,0,-3000,-2990
56796480,0,-3000,-2990
56799424,0,-3000,-3042
56802432,0,-3000,-2886
56805376,0,-3000,-2990
56808320,0,-3000,-3068
56811264,0,-3000,-2912
56814272,0,-3000,-2990
56817216,0,-3000,-3094
56820160,0,-3000,-2912
56823168,0,-3000,-2990
56826112,0,-3000,-3042
56829056,0,-3000,-2834
56832000,0,-3000,-2912
56835008,-5976,-3000,-3042
56838272,0,-3000,-3016
56841216,0,-3000,-2912
56844224,0,-3000,-2834
56847168,0,-3000,-3016
56850112,0,-3000,-2990
56853120,-11952,-3000,-2964
56856448,0,-3000,-3068
56859456,0,-3000,-3016
56862400,0,-3000,-2886
56865344,0,-3000,-3042
56868288,0,-3000,-2990
56871296,0,-3000,-2912
56874240,-6102,-3000,-3016
56877568,0,-3000,-3068
56880512,0,-3000,-3094
56883456,0,-3000,-2860
56886400,0,-3000,-2990
56889408,0,-3000,-3016
56892352,0,-3000,-2886
56895296,0,-3000,-3068
56898240,0,-3000,-3068
56901248,0,-3000,-2886
56904192,0,-3000,-3042
56907136,0,-3000,-3016
56910144,0,-3000,-2938
56913088,0,-3000,-2990
56916032,0,-3000,-3211
56918976,0,-3000,-2964
56921984,0,-3000,-3016
56924928,0,-3000,-3016
56927872,0,-3000,-2938
56930816,0,-3000,-3042
56933824,0,-3000,-3016
56936768,0,-3000,-2860
56939712,0,-3000,-3068
56942720,0,-3000,-2990
56945664,0,-3000,-2938
56948608,0,-3000,-3042
56951552,0,-3000,-3068
56954560,0,-3000,-2938
56957504,0,-3000,-3042
56960448,0,-3000,-3042
56963392,0,-3000,-2834
56966400,0,-3000,-3042
56969344,0,-3000,-3016
56972288,0,-3000,-2938
56975232,0,-3000,-3042
56978240,0,-3000,-2990
56981184,0,-3000,-2860
56984128,0,-3000,-3042
56987136,-5976,-3000,-3068
56990400,0,-3000,-2990
56993344,0,-3000,-2912
56996352,0,-3000,-2990
56999296,0,-3000,-3016
57002240,0,-3000,-2938
57005184,0,-3000,-3016
57008192,0,-3000,-2964
57011136,0,-3000,-2938
57014080,0,-3000,-3120
57017088,0,-3000,-3094
58020800,0,1060,-26
58023552,0,1099,780
58026240,33480,894,988
58029184,54918,770,768
58032128,36612,930,754
58035072,54918,828,858
58038016,85428,632,910
58041024,89640,620,676
58043968,97632,579,624
58046912,109836,504,546
58049920,131472,358,468
58052992,111150,512,468
58056000,107568,549,468
58059072,128700,407,520
58062080,131472,393,442
58065152,111150,546,442
58068160,125496,453,442
58071232,140400,351,416
58074240,137448,375,468
58077312,122850,485,416
58080320,143424,343,494
58083392,157950,239,338
58086400,137448,386,312
58089472,128700,454,312
58092480,149400,309,442
58095552,146250,332,364
58098560,119520,528,390
58101632,134550,427,442
58104640,155376,280,442
58107712,134550,430,312
58110720,125496,500,416
58113792,146250,356,442
58116800,149400,334,416
58119808,137448,421,338
58122880,134550,446,416
58125888,149400,342,364
58128960,146250,365,390
58131968,143424,387,338
58135040,134550,454,364
58138048,149400,350,468
58141120,146250,373,338
58144128,143424,395,390
58147200,146250,376,390
58150208,155376,311,390
58153280,140400,418,256
58156288,143424,399,494
58159360,146250,380,364
58162368,155376,315,442
58165440,140400,422,234
58168448,137448,447,416
58171520,152100,343,364
58174528,149400,362,256
58177600,140400,428,312
58180608,155376,322,416
58183680,152100,344,312
58186688,155376,320,390
58189760,140400,427,234
58192768,143424,408,416
58195840,152100,347,338
58198848,149400,366,364
58201920,152100,346,364
58204928,143424,409,338
58208000,140400,433,338
58211008,155376,326,416
58214080,152100,349,416
58217088,149400,368,364
58220160,146250,391,390
58223168,155376,326,390
58226240,152100,348,338
58229248,143424,410,338
58232320,152100,349,416
58235328,161352,281,338
58238400,146250,388,312
58241408,143424,410,312
58244480,152100,348,442
58247488,155376,324,364
58250560,146250,389,364
58253568,155376,323,338
58256640,157950,303,390
58259648,149400,363,286
58262720,146250,386,256
58265728,155376,321,416
58268800,152100,343,312
58271808,149400,362,364
58274880,134550,471,390
58277888,155376,323,442
58280960,152100,346,364
58283968,149400,365,390
58287040,152100,345,364
58290048,149400,364,312
58293120,146250,387,312
58296128,161352,278,416
58299200,146250,385,234
58302208,155376,320,442
58305280,152100,342,286
58308288,155376,318,390
58311360,146250,383,260
58314368,155376,317,468
58317440,157950,297,312
58320448,155376,313,364
58323520,140400,421,260
58326528,149400,358,442
58329600,157950,296,312
58332608,155376,313,312
58335680,146250,378,260
58338688,149400,356,416
58341760,152100,336,256
58344768,149400,355,338
58347840,152100,336,364
58350848,167328,224,260
58353920,152100,330,234
58356928,149400,349,260
58360000,146250,372,312
58363008,155376,307,286
58366080,157950,287,312
58369088,155376,303,256
58372160,152100,326,312
58375232,146250,368,256
58378240,149400,346,416
58381312,152100,326,256
58384320,161352,258,364
58387392,152100,322,182
58390400,155376,298,364
58393472,146250,363,260
58396480,149400,341,364
58399552,157950,279,286
58402560,161352,252,364
58405632,152100,316,208
58408640,155376,292,286
58411712,146250,357,234
58414720,155376,291,390
58417792,152100,313,234
58420800,161352,245,286
58423872,152100,310,208
58426880,149400,329,286
58429952,146250,352,364
58432960,155376,286,390
58436032,157950,266,312
58439040,155376,283,286
58442112,146250,348,338
58445120,149400,326,338
58448192,146250,349,338
58451200,155376,283,256
58454272,152100,306,364
58457280,155376,281,234
58460352,146250,346,286
58463360,149400,324,364
58466432,146250,348,390
58469440,155376,282,312
58472512,152100,304,312
58475520,149400,324,390
58478592,146250,347,286
58481600,149400,325,286
58484672,146250,348,260
58487680,155376,283,390
58490752,152100,305,260
58493760,149400,324,390
58496832,146250,347,390
58499840,155376,282,312
58502912,146250,347,260
58505920,149400,325,256
58508992,152100,305,338
58512000,149400,324,416
58515072,140400,390,260
58518080,149400,327,390
58521152,152100,308,286
58524160,149400,327,312
58527232,146250,350,286
58530240,149400,328,390
58533248,149400,328,312
58536320,140400,394,390
58539328,149400,331,338
58542400,152100,312,312
58545408,149400,331,256
58548480,140400,396,338
58551488,149400,334,338
58554560,152100,314,312
58557568,149400,333,390
58560640,146250,356,338
58563648,155376,291,364
58566720,146250,356,312
58569728,143424,378,416
58572800,146250,359,312
58575808,155376,293,312
58578880,146250,358,260
58581888,143424,380,256
58584960,152100,319,271
58587968,149400,338,312
58591040,146250,361,312
58594048,149400,339,364
58597120,152100,320,338
58600128,143424,382,256
58603200,140400,406,312
58606208,155376,300,338
58609280,146250,365,256
58612288,149400,343,390
58615360,146250,366,338
58618368,143424,388,364
58621376,143424,389,364
58624448,152100,328,390
58627456,155376,304,390
58630528,140400,411,260
58633536,143424,392,468
58636608,146250,373,256
58639616,149400,351,390
58642688,140400,417,338
58645696,149400,354,468
58648768,146250,377,338
58651776,143424,399,416
58654848,140400,423,390
58657856,149400,360,494
58660928,152100,341,312
58663936,149400,360,364
58667008,146250,383,390
58670016,149400,361,390
58673024,149400,361,390
58676096,146250,384,364
58679104,149400,362,416
58682176,146250,385,390
58685184,149400,364,442
58688256,146250,387,338
58691264,155376,321,416
58694336,152100,344,260
58697344,149400,363,416
58700416,152100,343,256
58703424,155376,319,364
58706496,146250,384,312
58709504,149400,362,416
58712576,152100,342,312
58715584,155376,318,364
58718656,152100,340,260
58721664,155376,316,364
58724736,146250,381,286
58727744,155376,315,364
58730816,157950,295,286
58733888,152100,335,312
58736896,149400,354,286
58739968,152100,335,364
58742976,161352,267,286
58746048,146250,374,338
58749056,149400,352,364
58752128,152100,332,390
58755136,167328,221,364
58758208,146250,370,208
58761216,143424,391,416
58764288,157950,287,364
58767296,161352,260,312
58770368,146250,367,260
58773376,149400,345,416
58776448,152100,326,286
58779456,155376,301,390
58782528,146250,366,260
58785536,155376,301,390
58788608,157950,280,260
58791616,155376,297,312
58794688,146250,362,286
58797696,161352,253,286
58800768,152100,317,260
58803776,143424,380,260
58806848,152100,318,286
58809856,155376,294,312
58812928,152100,316,364
58815936,143424,379,286
58819008,152100,317,416
58822016,161352,249,364
58825088,146250,356,286
58828096,143424,378,364
58831168,152100,317,390
58834176,155376,292,338
58837248,152100,314,338
58840256,143424,377,312
58843328,146250,358,364
58846336,155376,293,416
58849408,152100,315,390
58852480,146250,357,312
58855488,155376,292,390
58858560,146250,357,338
58861568,143424,378,390
58864576,149400,337,338
58867648,157950,275,338
58870656,149400,335,286
58873728,140400,400,286
58876736,149400,338,390
58879808,146250,361,416
58882816,149400,339,390
58885888,152100,319,312
58888896,161352,251,338
58891968,152100,316,260
58894976,137448,422,338
58898048,140400,404,338
58901056,167328,210,442
58904128,152100,316,234
58907136,143424,379,338
58910208,140400,403,338
58913216,155376,297,442
58916288,146250,362,260
58919296,155376,296,416
58922368,152100,318,286
58925376,155376,294,312
58928448,140400,402,234
58931456,143424,382,364
58934528,152100,321,364
58937536,155376,296,312
58940608,152100,319,286
58943680,146250,361,338
58946688,149400,339,312
58949696,149400,339,312
58952768,152100,320,338
58955776,155376,295,312
58958848,146250,360,364
58961856,149400,338,364
58964928,146250,361,442
58967936,149400,340,312
58971008,152100,320,256
58974016,149400,339,260
58977088,146250,362,312
58980096,149400,340,338
58983168,146250,363,390
58986176,149400,342,260
58989248,152100,322,364
58992256,149400,341,312
58995328,152100,322,338
58998336,143424,384,234
59001408,146250,366,364
59004416,155376,300,364
59007488,146250,365,286
59010496,155376,300,338
59013568,152100,322,286
59016576,149400,341,364
59019648,146250,364,260
59022656,149400,342,390
59025664,155376,299,338
59028736,152100,321,390
59031808,152100,321,260
59034816,149400,340,390
59037888,140400,406,338
59040896,155376,299,468
59043968,157950,279,338
59046976,149400,339,286
59050048,146250,362,234
59053056,149400,340,364
59056064,149400,340,364
59059136,152100,321,256
59062144,155376,296,338
59065216,152100,319,364
59068288,140400,403,312
59071296,143424,384,416
59074304,161352,255,390
59077376,152100,319,286
59080448,146250,362,338
59083456,155376,296,256
59086528,152100,318,312
59089536,149400,338,364
59092608,146250,361,338
59095616,161352,252,312
59098688,146250,359,286
59101696,143424,380,338
59104704,149400,338,364
59107776,146250,362,286
59110784,149400,340,390
59113856,146250,363,312
59116864,155376,297,390
59119936,140400,405,312
59122944,137448,429,390
59126016,152100,326,390
59129024,155376,302,364
59132096,134550,452,286
59135104,149400,348,442
59138176,152100,329,364
59141184,149400,348,312
59144256,146250,371,286
59147264,155376,305,364
59150336,152100,328,260
59153344,143424,390,286
59156416,152100,329,390
59159424,155376,305,286
59162496,146250,370,256
59165504,149400,348,312
59168576,157950,285,468
59171584,161352,258,338
59174656,140400,408,286
59177664,149400,345,312
59180736,157950,283,364
59183744,161352,256,286
59186816,140400,405,286
59189824,149400,342,312
59192896,146250,366,256
59195904,149400,344,260
59198976,152100,324,256
59201984,161352,256,286
59205056,146250,363,312
59208064,143424,385,442
59211136,157950,281,312
59214144,155376,297,312
59217216,140400,405,312
59220224,149400,342,390
59223296,157950,280,364
59226304,143424,383,256
59229376,146250,365,364
59232384,155376,299,468
59235456,157950,279,312
59238464,149400,339,364
59241536,146250,362,256
59244544,155376,297,390
59247616,152100,319,256
59250624,149400,338,364
59253696,152100,319,338
59256704,149400,338,364
59259776,146250,361,286
59262784,155376,295,364
59265856,152100,318,312
59268864,155376,293,312
59271936,152100,316,286
59274944,161352,248,260
59278016,146250,354,312
59281024,149400,333,338
59284096,152100,313,260
59287104,155376,289,312
59290176,146250,354,312
59293184,149400,332,364
59296256,152100,312,364
59299264,149400,331,286
59302336,152100,312,390
59305344,155376,287,286
59308416,152100,310,312
59311424,149400,329,286
59314496,146250,352,338
59317504,149400,330,364
59320576,152100,310,323
59323584,149400,329,338
59326656,152100,310,338
59329664,149400,329,312
59332736,146250,352,338
59335744,149400,330,338
59338816,152100,311,364
59341824,155376,286,286
59344896,146250,351,260
59347904,149400,329,364
59350976,146250,353,338
59353984,149400,331,338
59357056,152100,311,338
59360064,155376,287,312
59363136,146250,352,286
59366144,143424,373,416
59369216,157950,269,364
59372224,155376,286,256
59375296,146250,351,234
59378304,155376,285,312
59381376,146250,350,286
59384384,149400,328,364
59387456,152100,309,286
59390464,155376,285,416
59393536,146250,350,260
59396544,149400,328,390
59399616,146250,351,312
59402624,155376,285,312
59405696,152100,308,208
59408704,155376,283,338
59411776,152100,306,312
59414784,149400,325,256
59417856,146250,348,364
59420864,149400,326,312
59423936,152100,306,364
59426944,155376,282,260
59430016,146250,347,338
59433024,149400,325,338
59436096,146250,348,338
59439104,155376,283,390
59442176,152100,305,286
59445184,149400,324,286
59448256,146250,347,312
59451264,149400,325,286
59454336,152100,306,390
59457344,143424,368,208
59460416,152100,307,416
59463424,155376,283,286
59466496,134550,433,234
59469504,143424,373,364
59472576,152100,311,416
59475584,155376,287,312
59478656,146250,352,286
59481664,143424,373,390
59484736,146250,355,442
59487744,149400,333,256
59490816,140400,399,364
59493824,155376,292,442
59496896,146250,357,390
59499904,137448,422,416
59502976,134550,447,416
59505984,155376,300,494
59509056,146250,365,286
59512064,143424,386,390
59515136,146250,368,312
59518144,149400,346,416
59521152,149400,346,364
59524224,146250,369,390
59527232,161352,260,312
59530304,152100,324,312
59533312,143424,387,286
59536384,140400,411,338
59539392,155376,305,364
59542464,157950,284,312
59545472,149400,344,234
59548544,146250,367,338
59551552,155376,302,338
59554624,152100,324,286
59557632,155376,300,312
59560704,152100,322,260
59563712,155376,298,338
59566784,146250,363,286
59569792,143424,384,364
59572864,157950,280,312
59575872,149400,340,312
59578944,146250,364,286
59581952,155376,298,416
59585024,152100,320,260
59588032,149400,340,312
59591104,152100,320,234
59594112,161352,252,338
59597184,146250,359,208
59600192,143424,381,338
59603264,146250,362,312
59606272,161352,253,338
59609344,140400,402,312
59612352,149400,339,364
59615424,157950,277,390
59618432,155376,294,338
59621504,146250,359,338
59624512,149400,337,338
59627584,152100,317,364
59630592,155376,293,256
59633664,146250,358,312
59636672,155376,293,364
59639744,146250,357,312
59642752,137448,423,286
59645824,152100,319,390
59648832,167328,208,338
59651904,146250,357,286
59654912,137448,422,338
59657984,157950,276,468
59660992,155376,292,286
59664064,140400,400,286
59667072,149400,337,312
59670144,157950,275,364
59673152,155376,292,234
59676224,140400,399,260
59679296,152100,317,416
59682304,161352,249,312
59685376,146250,356,338
59688384,149400,334,312
59691456,157950,271,364
59694464,149400,332,286
59697536,134550,440,312
59700544,155376,293,364
59703616,152100,315,338
59706624,137448,421,286
59709696,146250,361,442
59712704,161352,252,338
59715776,152100,316,286
59718784,143424,378,260
59721856,157950,274,390
59724864,155376,291,312
59727936,140400,398,312
59730944,155376,292,260
59734016,152100,314,338
59737024,143424,377,312
59740096,140400,401,338
59743104,167328,208,338
59746176,152100,314,312
59749184,137448,420,312
59752256,152100,317,442
59755264,161352,249,338
59758336,146250,355,364
59761344,149400,333,390
59764416,146250,357,256
59767424,155376,291,390
59770496,140400,399,260
59773504,155376,292,416
59776576,157950,272,260
59779584,155376,289,286
59782656,140400,396,286
59785664,155376,290,416
59788736,152100,312,234
59791744,149400,331,338
59794816,152100,312,312
59797824,149400,331,364
59800896,140400,397,260
59803904,155376,290,312
59806976,157950,270,312
59809984,155376,286,338
59813056,152100,309,312
59816064,155376,284,312
59819136,152100,307,234
59822208,146250,349,260
59825216,155376,283,364
59828288,152100,306,312
59831296,149400,325,234
59834368,152100,305,286
59837376,161352,237,256
59840448,157950,259,286
59843456,149400,319,286
59846528,152100,299,286
59849536,161352,231,390
59852608,146250,338,182
59855616,155376,273,364
59858688,152100,295,208
59861696,155376,271,338
59864768,152100,293,208
59867776,155376,268,390
59870848,157950,248,260
59873856,149400,308,234
59876928,140400,374,286
59879936,161352,224,390
59883008,157950,246,208
59886016,149400,306,286
59889088,146250,329,260
59892096,149400,307,364
59895168,146250,330,312
59898176,155376,265,286
59901248,157950,244,260
59904256,149400,304,286
59907328,140400,370,0
59910208,149904,303,338
59913216,161352,220,312
59916288,152100,284,182
59919296,143424,347,312
59922368,152100,286,338
59925376,149400,305,338
59928448,140400,370,260
59931456,155376,264,390
59934528,157950,244,338
59937536,143424,347,260
59940608,140400,371,364
59943616,155376,265,364
59946688,146250,330,0
59949504,146970,326,312
59952576,146250,332,338
59955584,149400,310,364
59958656,140400,376,256
59961664,149400,313,390
59964736,146250,336,338
59967744,143424,358,364
59970816,146250,339,312
59973824,149400,317,416
59976896,146250,340,234
59979904,143424,362,338
59982976,152100,300,286
59985984,155376,276,286
59989056,134550,426,182
59992064,149400,322,416
59995136,152100,303,260
59998144,149400,322,338
60001216,140400,388,286
60004224,155376,281,364
60007296,146250,346,312
60010304,149400,324,312
60013312,149400,325,286
60016384,146250,348,312
60019392,155376,282,390
60022464,146250,347,286
60025472,155376,282,390
60028544,146250,347,312
60031552,155376,281,390
60034624,152100,304,234
60037632,155376,279,390
60040704,146250,344,312
60043712,149400,322,312
60046784,152100,303,338
60049792,143424,366,286
60052864,152100,304,260
60055872,155376,280,286
60058944,146250,345,234
60061952,143424,366,390
60065024,152100,305,312
60068032,155376,281,364
60071104,140400,388,234
60074112,149400,325,364
60077184,146250,348,312
60080192,149400,327,364
60083264,140400,392,286
60086272,149400,329,364
60089344,152100,310,416
60092352,143424,373,312
60095424,140400,397,390
60098432,149400,334,260
60101504,152100,314,364
60104512,149400,333,286
60107584,140400,399,286
60110592,149400,336,364
60113664,152100,317,364
60116672,149400,336,286
60119744,140400,402,338
60122752,149400,339,286
60125760,155376,295,416
60128832,152100,318,286
60131904,146250,360,364
60134912,149400,338,338
60137920,155376,294,312
60140992,152100,317,256
60144064,146250,359,286
60147072,149400,337,390
60150080,149400,337,338
60153152,140400,403,390
60156160,155376,297,390
60159232,163800,234,390
60162240,143424,378,234
60165312,146250,359,416
60168320,161352,250,312
60171392,146250,357,312
60174400,149400,335,312
60177472,152100,316,364
60180480,143424,378,338
60183552,146250,360,390
60186560,155376,294,312
60189632,152100,317,364
60192640,149400,336,338
60195712,152100,316,312
60198720,155376,292,286
60201792,152100,314,286
60204800,143424,377,260
60207872,152100,315,312
60210880,149400,334,390
60213952,146250,358,338
60216960,149400,336,338
60220032,157950,274,312
60223040,155376,290,338
60226112,146250,355,234
60229120,155376,290,390
60232192,152100,312,312
60235200,149400,331,286
60238272,146250,354,286
60241280,149400,332,390
60244352,146250,355,338
