time(us),reference current(mA),current(mA),cart position(um),pendulum angle(mdeg),target(um)
15033088,404,72,208764,-2430,172000
15038976,-456,452,208764,-2475,171600
15045056,-162,-455,208818,-2565,171200
15051200,-122,-180,208728,-2430,170800
15057408,-767,-117,208566,-2565,170400
15063552,-529,-814,208368,-2475,170000
15069696,-195,-582,207954,-2430,169600
15075904,-416,-201,207360,-2430,169200
15082048,-687,-307,206784,-2385,168800
15088256,-416,-666,206046,-2295,168400
15094400,-94,-413,205200,-2205,168000
15100480,515,-117,204336,-2115,167600
15106560,239,579,203454,-2070,167200
15112576,-112,220,202878,-1935,166800
15118656,-791,-117,202356,-2025,166400
15124800,-1403,-751,201924,-1980,166000
15131072,-1069,-1427,201204,-1935,165600
15137408,-628,-1110,200124,-1845,165200
15143616,-229,-645,198702,-1710,164800
15149824,459,-201,197136,-1485,164400
15155904,208,452,195660,-1395,164000
15161856,-112,178,194382,-1215,163600
15167936,-403,-96,193266,-1080,163200
15174016,-707,-434,192222,-1170,162800
15180160,-379,-709,191196,-900,162400
15186240,-76,-371,189972,-945,162000
15192256,233,-75,188802,-720,161600
15198144,786,220,187632,-630,161200
15204096,484,875,186732,-540,160800
15209984,78,495,186120,-540,160400
15215808,-266,93,185742,-540,160000
15221696,-891,-328,185544,-585,159600
15227776,-645,-941,185310,-675,159200
15233856,-289,-645,184950,-630,158800
15239936,8,-265,184410,-675,158400
15245760,573,9,183924,-630,158000
15251520,294,579,183492,-630,157600
15257408,-66,368,183348,-630,157200
15263296,-417,-75,183294,-720,156800
15269312,-358,-434,183330,-765,156400
15275328,-683,-371,183330,-810,156000
15281472,-434,-730,183186,-900,155600
15287552,-118,-434,182952,-900,155200
15293632,-357,-138,182574,-945,154800
15299712,-622,-349,182268,-900,154400
15305792,-892,-624,181872,-1035,154000
15312000,-567,-899,181386,-945,153600
15318080,-226,-582,180702,-945,153200
15324160,-777,-265,179928,-990,152800
15330240,-170,-751,179064,-855,152400
15336320,488,-159,178146,-810,152000
15342336,229,495,177300,-765,151600
15348224,-115,178,176616,-720,151200
15354176,-749,-96,176148,-720,150800
15360192,-1372,-856,175662,-810,150400
15366336,-1021,-1406,175050,-765,150000
15372608,-589,-1068,173988,-720,149600
15378752,124,-624,172728,-675,149200
15384768,792,114,171378,-450,148800
15390720,499,812,170118,-405,148400
15396608,122,537,169254,-315,148000
15402496,-242,136,168588,-360,147600
15408448,-851,-265,168156,-270,147200
15414528,-1483,-835,167724,-495,146800
15420736,-1119,-1511,167004,-405,146400
15426944,-664,-1089,166032,-315,146000
15433088,-299,-709,164646,-360,145600
15439232,415,-244,163206,-45,145200
15445120,986,474,161784,0,144800
15450688,685,1044,160722,135,144400
15456576,260,706,159894,135,144000
15462336,-106,114,159426,135,143600
15468288,-423,-96,159192,45,143200
15474112,-1011,-455,158976,0,142800
15479872,-759,-941,158742,-90,142400
15485888,-419,-793,158202,-135,142000
15491968,-84,-455,157536,-90,141600
15497856,207,-96,156798,0,141200
15503424,-63,157,156168,-90,140800
15509248,-338,-32,155682,0,140400
15514816,-622,-328,155178,-90,140000
15520832,-861,-561,154764,-90,139600
15526848,-569,-920,154116,-90,139200
15532864,-213,-497,153378,-45,138800
15538816,67,-223,152460,-45,138400
15544640,640,51,151596,45,138000
15550272,384,622,150876,135,137600
15556096,2,431,150372,45,137200
15561664,-315,9,150066,45,136800
15567360,-915,-265,149868,-45,136400
15573312,-676,-941,149688,-90,136000
15579328,-337,-666,149238,-135,135600
15585408,-24,-286,148698,-135,135200
15591424,-269,-54,148086,-135,134800
15597440,-537,-307,147528,-90,134400
15603392,36,-540,146952,-90,134000
15609280,-494,9,146412,-135,133600
15615040,-283,-518,145872,-90,133200
15621056,332,-286,145278,-90,132800
15627008,69,389,144774,-180,132400
15632832,-575,51,144378,-180,132000
15638720,-1192,-603,144072,-225,131600
15644864,-561,-1237,143658,-270,131200
15651072,-160,-582,142974,-270,130800
15657152,154,-159,142164,-180,130400
15663104,-116,178,141408,-225,130000
15669120,-405,-138,140742,-135,129600
15675200,-691,-434,140112,-180,129200
15681280,-1255,-709,139482,-225,128800
15687488,-913,-1342,138654,-135,128400
15693632,-495,-941,137502,-90,128000
15699648,196,-497,136206,0,127600
15705216,796,157,134874,180,127200
15711104,504,854,133704,225,126800
15716864,113,558,132804,225,126400
15722688,-216,93,132138,315,126000
15728512,-839,-244,131634,225,125600
15734528,-582,-856,131112,270,125200
15740480,-257,-540,130446,225,124800
15746496,45,-223,129672,270,124400
15752320,-203,199,128934,270,124000
15758208,-503,-223,128214,270,123600
15764224,74,-413,127512,315,123200
15770048,-462,51,126846,270,122800
15775872,-248,-434,126252,360,122400
15781824,-474,-223,125568,315,122000
15787840,-736,-518,124974,270,121600
15793856,-427,-730,124236,360,121200
15799808,-115,-244,123444,360,120800
15805824,145,-117,122580,405,120400
15811712,-117,114,121734,405,120000
15817600,428,-75,121050,540,119600
15823424,143,431,120438,450,119200
15829248,-176,157,120078,495,118800
15835200,-811,-201,119772,450,118400
15841152,-585,-835,119556,360,118000
15847168,-260,-561,119214,315,117600
15853120,22,-265,118728,270,117200
15858944,604,9,118350,360,116800
15864640,300,622,117990,180,116400
15870464,-35,283,117972,315,116000
15876224,-378,-11,117936,135,115600
15882176,-324,-413,118098,45,115200
15888064,-657,-328,118080,0,114800
15893760,-1216,-645,118026,-135,114400
15899904,-573,-1237,117756,-135,114000
15906112,-179,-561,117162,-180,113600
15912192,136,-159,116532,-90,113200
15918080,-130,157,115866,-135,112800
15924096,-431,-117,115326,-90,112400
15930112,-703,-518,114822,-90,112000
15936064,-940,-666,114300,-225,111600
15942144,-591,-941,113652,-45,111200
15948160,-273,-582,112788,-180,110800
15954240,61,-201,111888,0,110400
15959744,-175,-32,110952,0,110000
15965376,365,-159,110196,135,109600
15971328,94,537,109386,90,109200
15976960,-231,72,108864,135,108800
15982784,-837,-265,108360,135,108400
15988736,-1431,-899,107892,0,108000
15994560,-1079,-1385,107316,90,107600
16000640,-675,-1047,106236,45,107200
16006656,42,-624,105084,180,106800
16012480,680,72,103626,315,106400
16018176,1220,685,102456,495,106000
16024128,838,1361,101484,495,105600
16030016,381,812,101052,540,105200
16035840,-15,347,100944,450,104800
16041664,-7,-54,101070,315,104400
16047360,-516,-11,101268,225,104000
16053248,-249,-540,101358,90,103600
16059200,128,-244,101376,90,103200
16064960,-253,157,101304,-45,102800
16070912,-556,-286,101286,-45,102400
16076864,-826,-561,101160,-180,102000
16082944,-1052,-814,100962,-270,101600
16089152,-692,-1152,100530,-180,101200
16095296,-316,-751,99828,-225,100800
16101312,8,-265,99072,-180,100400
16107008,-217,51,98244,-135,100000
16112832,-484,-223,97560,-45,99600
16118656,-746,-434,96804,-135,99200
16124608,-126,-751,96084,0,98800
16130176,170,-96,95220,0,98400
16135552,382,157,94518,45,98000
16141056,120,262,93780,135,97600
16146752,-201,93,93312,45,97200
16152320,-488,-96,92934,0,96800
16157760,-280,-476,92592,0,96400
16163328,-22,-265,92286,0,96000
16168768,-548,-32,91908,-45,95600
16174528,-28,-540,91602,-45,95200
16180224,-231,-32,91170,-90,94800
16185984,-25,-244,90936,-90,94400
16191744,-585,51,90612,-135,94000
16197504,-885,-624,90396,-225,93600
16203392,-261,-856,90072,-180,93200
16209344,61,-286,89568,-225,92800
16215040,321,72,89136,-135,92400
16220736,21,305,88650,-225,92000
16226368,-278,9,88488,-180,91600
16232000,-579,-244,88236,-360,91200
16237952,-1155,-561,88092,-360,90800
16243904,-882,-1195,87732,-450,90400
16249920,-490,-941,87120,-405,90000
16255808,-165,-476,86346,-450,89600
16261760,453,-159,85446,-360,89200
16267584,215,495,84654,-270,88800
16273344,-127,241,84024,-270,88400
16279104,-443,-159,83574,-315,88000
16285056,-1030,-476,83178,-315,87600
16291008,-749,-1110,82710,-315,87200
16297024,-390,-751,82062,-360,86800
16302912,-60,-413,81198,-270,86400
16308736,-282,-54,80334,-270,86000
16314624,-549,-265,79452,-225,85600
16320512,37,-540,78516,-135,85200
16326272,634,30,77670,-90,84800
16331840,63,643,76896,-90,84400
16337408,-276,72,76392,-45,84000
16343040,-572,-223,75942,-135,83600
16348992,-1156,-540,75600,-180,83200
16355008,-865,-1216,75042,-180,82800
16360960,-478,-793,74286,-135,82400
16366912,-163,-476,73368,-180,82000
16372800,466,-180,72306,0,81600
16378304,230,516,71496,0,81200
16383616,-91,220,70758,0,80800
16388992,-363,-117,70218,45,80400
16394752,-945,-371,69696,0,80000
16400256,-705,-920,69156,-45,79600
16406080,-354,-730,68418,45,79200
16411840,271,-392,67572,90,78800
16417472,47,283,66708,45,78400
16422976,529,30,65988,180,78000
16428544,-37,537,65340,180,77600
16434176,-393,-32,64998,90,77200
16439808,-964,-371,64620,90,76800
16445568,-1516,-983,64296,0,76400
16451200,-1185,-1427,63774,0,76000
16456896,-774,-1173,62838,90,75600
16462720,-71,-730,61650,180,75200
16468480,565,-75,60246,270,74800
16474112,1120,622,59004,450,74400
16479872,779,1171,57942,540,74000
16485632,339,812,57312,495,73600
16491264,-28,452,57078,495,73200
16496896,-685,-54,56970,360,72800
16502656,-1257,-666,56970,270,72400
16508480,-958,-1216,56682,270,72000
16514432,-579,-983,56178,225,71600
16520192,-238,-561,55422,225,71200
16526016,63,-223,54540,315,70800
16531712,-166,30,53712,360,70400
16537344,-447,-180,52920,315,70000
16543168,-675,-434,52218,405,69600
16548928,-91,-687,51390,450,69200
16554688,-588,-75,50616,405,68800
16560448,-337,-582,49788,585,68400
16566272,261,-286,48798,540,68000
16572032,37,262,48006,585,67600
16577536,219,9,47160,675,67200
16583040,-35,157,46530,720,66800
16588672,-333,-11,46008,630,66400
16594432,-114,-307,45522,675,66000
16600256,149,-75,45090,720,65600
16605888,-427,136,44748,630,65200
16611648,-725,-307,44478,585,64800
16617472,-155,-751,44064,585,64400
16623296,159,-201,43740,585,64000
16628992,392,157,43362,585,63600
16634688,102,389,43092,585,63200
16640320,-219,114,43074,540,62800
16646016,133,-244,43110,360,62400
16651776,-336,157,43200,360,62000
16657472,-77,-286,43290,315,61600
16663232,-931,9,43272,180,61200
16668800,-427,-983,43236,180,60800
16674624,-86,-413,42912,180,60400
16680320,-632,-54,42678,45,60000
16686016,-114,-645,42300,45,59600
16691712,484,-138,41940,45,59200
16697344,-70,537,41688,45,58800
16702912,-418,-75,41508,-45,58400
16708672,-672,-392,41436,0,58000
16714240,-1224,-645,41292,-180,57600
16720192,-914,-1258,41076,-135,57200
16726208,-521,-962,40428,-135,56800
16732096,-176,-518,39726,-135,56400
16738048,447,-180,38826,-45,56000
16743744,1011,452,38016,90,55600
16749376,663,1023,37512,0,55200
16754816,276,685,37278,0,54800
16760192,605,283,37314,0,54400
16765568,59,579,37548,-180,54000
16771200,-527,51,37944,-270,53600
16776896,49,-582,38232,-315,53200
16782656,-416,51,38448,-495,52800
16788416,-152,-413,38592,-585,52400
16794304,-153,-159,38538,-540,52000
16800256,-450,-180,38466,-720,51600
16806144,-706,-434,38358,-720,51200
16812032,-448,-751,38070,-765,50800
16817984,-127,-497,37728,-720,50400
16823872,-688,-138,37278,-855,50000
16829760,-116,-772,36828,-720,49600
16835648,-302,-96,36270,-765,49200
16841472,-900,-265,35802,-855,48800
16847424,-641,-920,35172,-765,48400
16853312,-806,-645,34434,-810,48000
16859200,-164,-772,33570,-675,47600
16865152,153,-159,32472,-675,47200
16870976,728,136,31536,-495,46800
16876672,417,769,30636,-585,46400
16882432,64,452,30150,-450,46000
16888064,-587,51,29736,-540,45600
16893824,-1185,-518,29520,-540,45200
16899776,-1747,-1173,29142,-675,44800
16905856,-1359,-1765,28386,-630,44400
16911936,-876,-1364,27252,-540,44000
16917952,-464,-899,25632,-495,43600
16923840,248,-434,23922,-180,43200
16929664,839,241,22068,-135,42800
16935424,576,854,20538,90,42400
16940992,206,643,19278,135,42000
16946624,-109,220,18216,315,41600
16952320,-435,-138,17424,180,41200
16958144,-186,-371,16632,315,40800
16963968,-729,-201,15750,270,40400
16969792,-481,-772,14958,360,40000
16975616,-156,-476,13878,405,39600
16981440,451,-201,12870,495,39200
16987200,218,516,11826,540,38800
16992832,-116,283,11034,540,38400
16998528,-403,-75,10314,630,38000
17004288,-1012,-392,9702,450,37600
17010112,-722,-962,9036,585,37200
17015808,-378,-730,8064,630,36800
17021568,-47,-413,7146,765,36400
17027200,511,-54,5940,720,36000
17032768,1061,600,5040,900,35600
17038400,715,1107,4212,900,35200
17044096,301,769,3816,900,34800
17049600,-53,347,3672,900,34400
17055168,-611,-54,3672,765,34000
17060864,-533,-666,3780,630,33600
17066560,-820,-497,3636,675,33200
17072320,-559,-878,3438,585,32800
17078016,73,-455,3024,585,32400
17083584,636,51,2556,585,32000
17089088,1147,664,2214,675,31600
17094720,453,1213,2052,495,31200
17100352,710,452,2304,540,30800
17105920,427,748,2592,315,30400
17111488,-167,452,3276,270,30000
17117120,-776,-180,3762,0,29600
17122560,-478,-793,4284,0,29200
17128000,-907,-497,4464,-270,28800
17133824,-899,-962,4446,-225,28400
17139648,-253,-899,4014,-270,28000
17145472,84,-307,3384,-225,27600
17151168,346,72,2772,-135,27200
17156736,65,347,2160,-180,26800
17162240,-231,51,1746,-135,26400
17167936,-527,-244,1440,-225,26000
17173760,-1090,-497,1098,-225,25600
17179648,-811,-1047,684,-225,25200
17185472,-461,-835,-18,-225,24800
17191232,-127,-413,-810,-135,24400
17197056,472,-138,-1764,-45,24000
17202752,218,495,-2592,-45,23600
17208384,-105,220,-3222,0,23200
17213824,-393,-138,-3744,0,22800
17219392,-638,-371,-4086,0,22400
17224960,-1174,-666,-4482,-90,22000
17230848,-860,-1237,-4986,-45,21600
17236736,-484,-878,-5832,-45,21200
17242560,-136,-455,-6696,45,20800
17248320,451,-138,-7776,90,20400
17253952,1013,474,-8676,270,20000
17259648,674,1044,-9342,225,19600
17265408,265,706,-9648,270,19200
17271040,-108,305,-9666,180,18800
17276800,-99,-96,-9522,0,18400
17282112,-562,-96,-9396,-45,18000
17287872,-269,-603,-9306,-90,17600
17293696,-586,-223,-9378,-180,17200
17299584,-37,-497,-9522,-225,16800
17305408,561,-32,-9738,-180,16400
17311168,266,643,-9882,-315,16000
17316864,590,283,-9828,-270,15600
17322624,12,600,-9666,-450,15200
17328256,-577,-32,-9252,-495,14800
17334080,-813,-540,-9000,-720,14400
17339968,-453,-835,-8820,-765,14000
17345920,-728,-434,-8946,-810,13600
17351808,-150,-624,-9216,-855,13200
17357760,484,-96,-9666,-765,12800
17363456,185,516,-10026,-945,12400
17369280,-145,178,-10224,-855,12000
17375168,-799,-138,-10350,-990,11600
17381184,-1407,-814,-10368,-1035,11200
17387328,-1093,-1490,-10692,-1125,10800
17393600,-649,-1131,-11340,-1080,10400
17399744,-272,-624,-12258,-1080,10000
17405824,387,-223,-13356,-945,9600
17411648,141,431,-14364,-900,9200
17417408,-185,157,-15120,-855,8800
17423232,-489,-138,-15840,-855,8400
17429120,-744,-455,-16416,-810,8000
17435008,-1305,-772,-17064,-900,7600
17441024,-976,-1533,-17910,-855,7200
17447040,-532,-941,-19044,-765,6800
17452928,-189,-561,-20376,-720,6400
17458816,449,-201,-21816,-540,6000
17464640,214,495,-23256,-450,5600
17470400,-112,220,-24354,-360,5200
17476224,-421,-117,-25452,-360,4800
17482112,147,-540,-26334,-225,4400
17487936,-372,136,-27234,-225,4000
17493760,-167,-371,-28008,-135,3600
17499648,-396,-159,-28836,-135,3200
17505600,-665,-413,-29538,-180,2800
17511488,-383,-666,-30258,-90,2400
17517312,-913,-371,-31158,-225,2000
17523264,-616,-941,-31950,-45,1600
17529088,27,-666,-33120,-90,1200
17534720,659,9,-34110,90,800
17540032,389,685,-35100,0,400
17545344,83,389,-35748,180,0
17550592,-522,51,-36360,45,-400
17556160,-1086,-497,-36774,90,-800
17561984,-1630,-1110,-37368,0,-1200
17567808,-1264,-1680,-38214,45,-1600
17573760,-810,-1321,-39456,90,-2000
17579648,-58,-793,-41058,270,-2400
17585536,619,-54,-42750,450,-2800
17591232,371,685,-44352,540,-3200
17596992,23,431,-45720,630,-3600
17602624,-278,30,-46818,720,-4000
17608384,-546,-265,-47844,765,-4400
17614272,-284,-540,-48780,810,-4800
17620160,10,-286,-49878,855,-5200
17625920,265,72,-50814,900,-5600
17631552,13,220,-51714,990,-6000
17637184,-268,30,-52452,1035,-6400
17643008,-555,-286,-53118,990,-6800
17648960,-297,-540,-53766,990,-7200
17654848,-4,-328,-54432,990,-7600
17660608,256,-11,-55134,1035,-8000
17666432,-23,283,-55638,990,-8400
17672192,-329,51,-56106,990,-8800
17677888,-601,-286,-56448,990,-9200
17683840,-1180,-624,-56790,900,-9600
17689792,-863,-1216,-57294,945,-10000
17695936,-464,-941,-58086,945,-10400
17701888,215,-518,-58986,990,-10800
17707840,840,220,-59994,1035,-11200
17713728,1391,875,-60786,1260,-11600
17719744,967,1467,-61236,1170,-12000
17725696,1156,1023,-61182,1125,-12400
17731776,446,1298,-60840,945,-12800
17737664,-253,474,-60066,900,-13200
17743552,-891,-244,-59364,585,-13600
17749568,-1400,-899,-58734,495,-14000
17755584,-1004,-1448,-58464,315,-14400
17761792,-830,-1068,-58698,270,-14800
17767872,-130,-899,-59220,270,-15200
17773888,542,-117,-59976,270,-15600
17779776,1125,600,-60606,450,-16000
17785728,752,1150,-61056,405,-16400
17791616,990,748,-61038,405,-16800
17797440,353,1044,-60858,270,-17200
17803328,-340,431,-60282,90,-17600
17809088,-922,-349,-59832,0,-18000
17814784,-1411,-962,-59418,-180,-18400
17820992,-968,-1469,-59382,-225,-18800
17827136,-804,-941,-59832,-270,-19200
17833216,-114,-814,-60552,-225,-19600
17839360,571,-54,-61506,-135,-20000
17845248,1127,579,-62280,-45,-20400
17851136,763,1192,-62874,-45,-20800
17857024,322,791,-62910,-45,-21200
17862848,267,305,-62748,-180,-21600
17868800,-315,305,-62280,-270,-22000
17874752,-927,-349,-61866,-495,-22400
17880832,-580,-899,-61578,-540,-22800
17886912,-528,-603,-61614,-675,-23200
17893056,116,-518,-61884,-630,-23600
17899008,407,157,-62262,-585,-24000
17904896,-235,410,-62568,-675,-24400
17910912,-579,-223,-62694,-675,-24800
17916992,-868,-624,-62838,-810,-25200
17923072,-1400,-899,-62982,-810,-25600
17929216,-1064,-1490,-63450,-855,-26000
17935488,-617,-1047,-64224,-810,-26400
17941632,91,-645,-65250,-765,-26800
17947584,731,93,-66294,-675,-27200
17953408,456,833,-67230,-585,-27600
17959296,65,495,-67860,-540,-28000
17965120,-299,72,-68238,-630,-28400
17971008,-911,-328,-68454,-630,-28800
17977088,-1507,-899,-68760,-720,-29200
17983296,-1156,-1575,-69246,-720,-29600
17989504,-702,-1300,-70146,-675,-30000
17995712,-286,-709,-71352,-630,-30400
18001792,387,-265,-72720,-495,-30800
18007744,173,431,-74034,-315,-31200
18013696,-165,157,-75168,-270,-31600
18019712,-477,-159,-76158,-270,-32000
18025728,-721,-497,-77112,-180,-32400
18031872,-432,-835,-78030,-180,-32800
18037952,-88,-434,-79146,-135,-33200
18043968,221,-75,-80208,45,-33600
18049664,-40,220,-81216,45,-34000
18055424,-325,-54,-82098,135,-34400
18061312,-596,-371,-82944,135,-34800
18067328,5,-624,-83772,180,-35200
18073088,305,-32,-84636,225,-35600
18078912,-282,368,-85392,225,-36000
18084800,-604,-307,-86040,270,-36400
18090816,-842,-603,-86670,270,-36800
18096768,-553,-878,-87390,225,-37200
18102784,-207,-540,-88236,270,-37600
18108800,102,-159,-89172,360,-38000
18114688,-142,114,-90054,405,-38400
18120576,-436,-117,-90828,405,-38800
18126592,138,-392,-91620,495,-39200
18132480,-407,114,-92304,450,-39600
18138432,-186,-392,-92970,585,-40000
18144384,-407,-180,-93708,585,-40400
18150400,-667,-413,-94284,585,-40800
18156416,-387,-645,-95058,585,-41200
18162368,-86,-434,-95904,585,-41600
18168320,533,-75,-96714,675,-42000
18174144,256,664,-97506,630,-42400
18179968,740,262,-98010,855,-42800
18185792,61,748,-98388,585,-43200
18191488,77,136,-98334,675,-43600
18197248,-1145,72,-98442,540,-44000
18203136,-772,-1131,-98262,450,-44400
18209216,-651,-814,-98514,450,-44800
18215232,-318,-687,-98856,450,-45200
18221248,-12,-286,-99378,405,-45600
18227136,-260,-32,-99954,360,-46000
18233024,302,-265,-100422,495,-46400
18239040,29,305,-100908,360,-46800
18244864,-262,30,-101106,450,-47200
18250816,-900,-265,-101358,315,-47600
18256832,-654,-941,-101466,270,-48000
18262976,-297,-645,-101826,270,-48400
18269056,4,-244,-102276,225,-48800
18274880,-226,9,-102744,270,-49200
18280704,-511,-180,-103158,225,-49600
18286784,70,-540,-103572,270,-50000
18292672,-468,51,-103968,180,-50400
18298624,-254,-476,-104328,225,-50800
18304704,-479,-286,-104796,180,-51200
18310784,-728,-561,-105192,180,-51600
18316864,-417,-666,-105750,225,-52000
18322944,-115,-392,-106398,180,-52400
18329024,505,-75,-107082,270,-52800
18334976,243,558,-107712,315,-53200
18340864,-101,262,-108072,360,-53600
18346816,-760,-96,-108360,270,-54000
18352832,-1379,-772,-108540,180,-54400
18358976,-1051,-1385,-108936,135,-54800
18365248,-607,-1110,-109710,225,-55200
18371392,118,-624,-110718,270,-55600
18377408,777,114,-111852,405,-56000
18383296,499,812,-112788,495,-56400
18389248,114,537,-113490,540,-56800
18395136,-233,114,-113922,540,-57200
18401152,-878,-223,-114192,450,-57600
18407232,-627,-878,-114444,450,-58000
18413312,-282,-730,-114894,450,-58400
18419392,42,-265,-115416,450,-58800
18425280,-197,30,-115956,450,-59200
18431232,-473,-223,-116460,495,-59600
18437312,-736,-455,-116892,450,-60000
18443392,-446,-772,-117378,450,-60400
18449472,-114,-455,-117954,495,-60800
18455552,503,-138,-118584,495,-61200
18461568,248,431,-119070,540,-61600
18467456,-78,241,-119394,585,-62000
18473408,-407,-96,-119520,495,-62400
18479360,-1004,-434,-119574,450,-62800
18485568,-726,-983,-119736,405,-63200
18491648,-374,-730,-120060,360,-63600
18497728,-51,-286,-120528,360,-64000
18503680,545,-54,-121050,450,-64400
18509632,281,537,-121464,495,-64800
18515520,-95,326,-121590,360,-65200
18521408,-419,-96,-121608,360,-65600
18527424,-347,-371,-121554,315,-66000
18533504,-683,-371,-121554,225,-66400
18539584,-418,-730,-121680,180,-66800
18545664,231,-371,-121878,180,-67200
18551616,-6,220,-122130,135,-67600
18557440,-299,-11,-122220,180,-68000
18563456,-927,-223,-122346,90,-68400
18569472,-1524,-941,-122418,0,-68800
18575360,-1175,-1469,-122778,45,-69200
18581504,-744,-1195,-123498,45,-69600
18587584,-338,-772,-124506,135,-70000
18593664,346,-349,-125730,270,-70400
18599680,966,326,-126864,405,-70800
18605568,653,1044,-127782,450,-71200
18611584,236,664,-128304,540,-71600
18617472,-146,241,-128556,450,-72000
18623424,-392,-159,-128556,450,-72400
18629504,-992,-434,-128610,405,-72800
18635584,-729,-1047,-128718,315,-73200
18641728,-357,-751,-129078,315,-73600
18647808,-22,-307,-129618,360,-74000
18653824,576,-32,-130176,405,-74400
18659712,312,537,-130626,450,-74800
18665664,-43,368,-130824,450,-75200
18671552,-388,136,-130896,360,-75600
18677568,-348,-371,-130878,315,-76000
18683648,-680,-371,-130896,270,-76400
18689728,-413,-751,-131022,225,-76800
18695808,250,-371,-131238,270,-77200
18701824,0,114,-131454,180,-77600
18707520,-271,30,-131562,225,-78000
18713472,-889,-307,-131670,180,-78400
18719488,-1475,-920,-131724,90,-78800
18725568,-1122,-1427,-132048,90,-79200
18731776,-687,-1152,-132714,135,-79600
18737920,43,-730,-133668,180,-80000
18743808,712,51,-134694,360,-80400
18749632,438,727,-135630,405,-80800
18755520,74,474,-136260,495,-81200
18761344,-270,9,-136728,450,-81600
18767168,-42,-265,-136926,540,-82000
18773184,-631,-54,-137196,450,-82400
18779200,-1240,-603,-137358,405,-82800
18785344,-589,-1279,-137718,450,-83200
18791552,-187,-582,-138312,405,-83600
18797632,142,-180,-138996,540,-84000
18803648,-115,157,-139752,540,-84400
18809600,438,-117,-140274,720,-84800
18815616,153,431,-140814,630,-85200
18821504,-161,136,-140994,720,-85600
18827456,-801,-138,-141210,630,-86000
18833536,-562,-835,-141300,630,-86400
18839616,-219,-561,-141552,630,-86800
18845696,-440,-244,-141894,540,-87200
18851776,160,-307,-142218,630,-87600
18857792,-82,93,-142614,585,-88000
18863616,129,-32,-142848,675,-88400
18869504,-478,157,-143082,585,-88800
18875520,-779,-476,-143136,585,-89200
18881600,-492,-709,-143370,585,-89600
18887680,-169,-518,-143712,585,-90000
18893760,466,-180,-144198,630,-90400
18899776,207,558,-144594,630,-90800
18905664,691,262,-144810,765,-91200
18911552,34,791,-144918,630,-91600
18917376,10,30,-144666,630,-92000
18923072,-510,9,-144576,540,-92400
18928896,102,-476,-144342,540,-92800
18934912,780,136,-144324,450,-93200
18940864,551,833,-144216,360,-93600
18946752,1058,579,-143946,405,-94000
18952704,746,1086,-143496,225,-94400
18958720,69,791,-142740,225,-94800
18964480,-597,51,-141966,-45,-95200
18970432,-324,-624,-141138,-135,-95600
18976576,45,-349,-140562,-270,-96000
18982592,704,51,-140094,-360,-96400
18988480,1318,812,-139806,-315,-96800
18994560,953,1446,-139212,-540,-97200
19000640,544,960,-138384,-540,-97600
19006592,155,600,-137394,-810,-98000
19012608,-475,178,-136170,-900,-98400
19018688,-1094,-455,-135090,-1170,-98800
19025024,-752,-1089,-134226,-1350,-99200
19031296,-304,-709,-133830,-1440,-99600
19037568,96,-307,-133794,-1485,-100000
19043712,106,72,-133956,-1440,-100400
19049792,-211,114,-134082,-1485,-100800
19056064,-531,-223,-134172,-1485,-101200
19062400,-814,-434,-134298,-1530,-101600
19068736,-531,-814,-134550,-1530,-102000
19075072,-197,-540,-135018,-1530,-102400
19081408,122,-180,-135630,-1440,-102800
19087616,-496,114,-136206,-1440,-103200
19093888,-815,-540,-136746,-1440,-103600
19100224,-158,-814,-137376,-1350,-104000
19106560,-697,-159,-138114,-1395,-104400
19112896,-430,-835,-138906,-1260,-104800
19119232,277,-497,-139842,-1170,-105200
19125504,52,305,-140724,-1125,-105600
19131584,-276,93,-141534,-1080,-106000
19137728,-586,-286,-142146,-1080,-106400
19144064,-320,-603,-142848,-1035,-106800
19150400,1,-307,-143550,-990,-107200
19156416,-573,-11,-144288,-990,-107600
19162560,-857,-561,-144954,-945,-108000
19168832,-211,-899,-145818,-900,-108400
19175104,152,-180,-146682,-855,-108800
19181248,408,157,-147618,-765,-109200
19187328,102,474,-148338,-720,-109600
19193408,-261,72,-148860,-720,-110000
19199488,-561,-265,-149274,-720,-110400
19205760,-1175,-582,-149652,-765,-110800
19212096,-856,-1173,-150210,-720,-111200
19218432,-469,-878,-151002,-765,-111600
19224640,-100,-434,-152010,-630,-112000
19230912,-327,-180,-153036,-585,-112400
19237184,-584,-392,-154062,-495,-112800
19243456,55,-645,-155088,-405,-113200
19249536,-136,9,-156042,-360,-113600
19255488,89,-201,-156942,-270,-114000
19261568,-163,136,-157788,-225,-114400
19267776,-488,-180,-158454,-270,-114800
19274048,-232,-455,-159174,-225,-115200
19280320,66,-244,-159858,-180,-115600
19286400,-520,93,-160488,-180,-116000
19292480,-821,-561,-161118,-180,-116400
19298688,-173,-835,-161820,-135,-116800
19304960,171,-159,-162594,-135,-117200
19311168,-428,157,-163386,-90,-117600
19317248,-731,-455,-164070,-45,-118000
19323392,-964,-772,-164808,-90,-118400
19329536,-286,-983,-165672,0,-118800
19335424,69,-244,-166698,45,-119200
19341376,331,93,-167688,135,-119600
19347264,59,389,-168678,225,-120000
19353152,-276,157,-169416,225,-120400
19359232,-577,-286,-170100,270,-120800
19365440,-310,-603,-170748,270,-121200
19371584,8,-265,-171450,315,-121600
19377472,263,-11,-172170,360,-122000
