time(s),reference current(A),current(A),cart position(m),pendulum angle(rad),target(m)
0.815488,0.102,0.368,-0.002502,0.0251327412,0.058
0.820992,-0.457,0.114,-0.00153,0.02199114855,0.0584
0.826624,-0.194,-0.434,-0.000594,0.0212057503875,0.0588
0.832256,0.133,-0.075,0.000162,0.0196349540625,0.0592
0.837568,0.431,0.157,0.000774,0.0212057503875,0.0596
0.842944,0.219,0.495,0.001224,0.0196349540625,0.06
0.848384,0.744,0.22,0.0018,0.0212057503875,0.0604
0.853888,0.53,0.812,0.00225,0.020420352225,0.0608
0.859328,0.249,0.558,0.002934,0.020420352225,0.0612
0.864768,-0.311,0.22,0.003492,0.0188495559,0.0616
0.870272,-0.059,-0.265,0.004176,0.0188495559,0.062
0.875776,0.244,-0.054,0.004644,0.0180641577375,0.0624
0.88128,0.848,0.241,0.005112,0.0196349540625,0.0628
0.88672,0.603,0.896,0.005454,0.0164933614125,0.0632
0.892096,1.118,0.685,0.006012,0.02199114855,0.0636
0.8976,0.497,1.192,0.006462,0.017278759575,0.064
0.90304,0.96,0.516,0.007344,0.0212057503875,0.0644
0.90848,0.362,1.002,0.008028,0.01570796325,0.0648
0.91392,0.565,0.41,0.009144,0.020420352225,0.0652
0.91936,-0.041,0.579,0.009972,0.0133517687625,0.0656
0.924736,0.496,-0.032,0.01116,0.017278759575,0.066
0.930176,0.235,0.537,0.01197,0.00942477795,0.0664
0.93568,0.516,0.072,0.013104,0.01570796325,0.0668
0.940992,-0.055,0.495,0.01386,0.0070685834625,0.0672
0.946432,0.533,-0.032,0.015012,0.014137166925,0.0676
0.951936,0.266,0.516,0.015696,0.0062831853,0.068
0.957376,0.842,0.305,0.016812,0.0125663706,0.0684
0.962816,0.249,0.875,0.017514,0.0054977871375,0.0688
0.968256,0.465,0.241,0.01872,0.0102101761125,0.0692
0.973696,-0.132,0.495,0.01953,0.0023561944875,0.0696
0.9792,0.452,-0.117,0.020736,0.0086393797875,0.07
0.984768,0.194,0.431,0.021528,0.0007853981625,0.0704
0.990144,0.478,0.22,0.022626,0.0070685834625,0.0708
0.995584,-0.111,0.474,0.02331,-0.0007853981625,0.0712
1.001088,0.472,-0.096,0.024408,0.0054977871375,0.0716
1.006656,-0.092,0.516,0.025056,-0.0023561944875,0.072
1.012288,0.504,-0.054,0.026064,0.004712388975,0.0724
1.017856,-0.035,0.516,0.026658,-0.0007853981625,0.0728
1.02336,0.503,-0.011,0.02754,0.0023561944875,0.0732
1.028928,-0.023,0.558,0.028098,-0.001570796325,0.0736
1.034496,0.531,-0.032,0.028926,0.00314159265,0.074
1.040064,0.284,0.558,0.029448,-0.00314159265,0.0744
1.045696,0.857,0.389,0.030348,0.0023561944875,0.0748
1.051264,0.228,0.917,0.030906,-0.0054977871375,0.0752
1.056896,0.466,0.22,0.031878,0.001570796325,0.0756
1.062336,-0.11,0.495,0.032508,-0.004712388975,0.076
1.068032,0.443,-0.117,0.033498,-0.0023561944875,0.0764
1.073792,-0.091,0.495,0.034164,-0.0062831853,0.0768
1.079424,0.443,-0.096,0.035082,-0.004712388975,0.0772
1.085056,0.748,0.558,0.035622,-0.0039269908125,0.0776
1.090688,0.471,0.812,0.036468,-0.004712388975,0.078
1.09632,0.141,0.579,0.037224,-0.007853981625,0.0784
1.101952,0.68,0.114,0.038142,-0.0054977871375,0.0788
1.107584,0.154,0.748,0.039042,-0.0062831853,0.0792
1.113216,0.339,0.136,0.040104,-0.0062831853,0.0796
1.118848,-0.24,0.452,0.040986,-0.0117809724375,0.08
1.124544,-0.485,-0.286,0.04203,-0.010995574275,0.0804
1.130368,-0.173,-0.476,0.042822,-0.0125663706,0.0808
1.136192,0.156,-0.223,0.04347,-0.014137166925,0.0812
1.141888,0.83,0.178,0.043974,-0.00942477795,0.0816
1.14752,1.384,0.917,0.044478,-0.0102101761125,0.082
1.15328,1.059,1.446,0.045162,-0.0102101761125,0.0824
1.15904,0.642,1.107,0.046098,-0.0125663706,0.0828
1.1648,0.3,0.769,0.047286,-0.0125663706,0.0832
1.170432,-0.355,0.347,0.048582,-0.017278759575,0.0836
1.176128,-0.103,-0.18,0.049914,-0.01570796325,0.084
1.181952,-0.648,-0.138,0.051048,-0.020420352225,0.0844
1.18784,-0.339,-0.645,0.052164,-0.020420352225,0.0848
1.193728,0.017,-0.349,0.052758,-0.02199114855,0.0852
1.199424,0.67,0.009,0.05337,-0.020420352225,0.0856
1.204992,0.456,0.685,0.053766,-0.02199114855,0.086
1.210688,0.183,0.474,0.054342,-0.020420352225,0.0864
1.216384,-0.089,0.157,0.054864,-0.02199114855,0.0868
1.222144,0.176,-0.096,0.05544,-0.0212057503875,0.0872
1.22784,-0.342,0.157,0.055908,-0.023561944875,0.0876
1.233664,-0.037,-0.371,0.056322,-0.0196349540625,0.088
1.239424,-0.203,-0.011,0.056538,-0.0212057503875,0.0884
1.245248,0.403,-0.201,0.056754,-0.020420352225,0.0888
1.251072,0.068,0.474,0.056718,-0.0180641577375,0.0892
1.256704,0.422,0.072,0.056844,-0.0164933614125,0.0896
1.262272,-0.47,0.474,0.056808,-0.0180641577375,0.09
1.268096,-0.448,-0.518,0.05697,-0.017278759575,0.0904
1.27392,-0.733,-0.434,0.05688,-0.014137166925,0.0908
1.279744,-1.3,-0.793,0.0567,-0.0164933614125,0.0912
1.285632,-0.944,-1.385,0.056304,-0.0125663706,0.0916
1.29152,-0.529,-0.962,0.055422,-0.010995574275,0.092
1.297344,0.195,-0.54,0.054576,-0.004712388975,0.0924
1.30304,0.786,0.178,0.053388,-0.0039269908125,0.0928
1.308736,1.326,0.875,0.052524,0.0007853981625,0.0932
1.31424,0.967,1.467,0.051912,0.0023561944875,0.0936
1.319872,0.538,1.002,0.051696,0.0054977871375,0.094
1.325504,0.811,0.537,0.05184,0.0054977871375,0.0944
1.331072,0.244,0.854,0.0522,0.004712388975,0.0948
1.336576,-0.359,0.241,0.052758,0.0039269908125,0.0952
